,LV ActivePower (kW),Wind Speed (m/s)
2018-01-01 15:10:00,1796.8239746093698,8.73455238342285
2018-01-01 15:20:00,1885.86096191406,8.76410388946533
2018-01-01 15:30:00,2327.51196289062,9.669431686401358
2018-01-01 15:40:00,2499.162109375,10.141090393066401
2018-01-01 15:50:00,2820.51293945312,10.772419929504302
2018-01-01 16:00:00,2812.27905273437,10.6475200653076
2018-01-01 16:10:00,2530.44702148437,9.982661247253409
2018-01-01 16:20:00,2399.12109375,9.87438583374023
2018-01-01 16:30:00,2335.587890625,9.78547954559326
2018-01-01 16:40:00,2341.13305664062,9.614232063293448
2018-01-01 16:50:00,2391.84790039062,9.618504524230948
2018-01-01 17:00:00,2118.38989257812,9.09868335723876
2018-01-01 17:10:00,1866.8459472656198,8.67742538452148
2018-01-01 17:20:00,1865.6190185546802,8.77489852905273
2018-01-01 17:30:00,1862.4479980468698,8.68998146057128
2018-01-01 17:40:00,1884.1190185546802,8.63107395172119
2018-01-01 17:50:00,1855.77697753906,8.61456966400146
2018-01-01 18:00:00,1958.1330566406198,9.218843460082999
2018-01-01 18:10:00,2228.24291992187,10.0495195388793
2018-01-01 18:20:00,2529.291015625,10.3187103271484
2018-01-01 18:30:00,2788.25708007812,10.7667598724365
2018-01-01 18:40:00,2692.92993164062,10.558250427246
2018-01-01 18:50:00,2535.35302734375,10.250720024108801
2018-01-01 19:00:00,2584.6650390625,10.4647703170776
2018-01-01 19:10:00,2960.18310546875,11.3907804489135
2018-01-01 19:20:00,3062.97802734375,11.565540313720698
2018-01-01 19:30:00,3024.39208984375,11.280249595642
2018-01-01 19:40:00,3187.97290039062,11.336779594421301
2018-01-01 19:50:00,3387.22802734375,11.804639816284098
2018-01-01 20:00:00,3209.01806640625,11.363539695739698
2018-01-01 20:10:00,3272.6650390625,11.6325902938842
2018-01-01 20:20:00,3209.69897460937,11.4447603225708
2018-01-01 20:30:00,3134.51806640625,11.2719001770019
2018-01-01 20:40:00,2977.82495117187,11.0590095520019
2018-01-01 20:50:00,3431.77294921875,12.103779792785598
2018-01-01 21:00:00,3604.2099609375,12.928139686584402
2018-01-01 21:10:00,3601.32788085937,13.319419860839801
2018-01-01 21:20:00,3604.42602539062,13.1215200424194
2018-01-01 21:30:00,3604.39111328125,13.2354497909545
2018-01-01 21:40:00,3604.337890625,13.2358999252319
2018-01-01 21:50:00,3554.68798828125,13.029560089111301
2018-01-01 22:00:00,3479.40795898437,12.963939666747999
2018-01-01 22:10:00,3472.3330078125,12.902950286865199
2018-01-01 22:20:00,3491.51098632812,12.7663402557373
2018-01-01 22:30:00,3536.98901367187,12.8983497619628
2018-01-01 22:40:00,3528.65893554687,12.742110252380302
2018-01-01 22:50:00,3581.5400390625,12.318260192871001
2018-01-01 23:00:00,3570.0791015625,12.418809890747001
2018-01-01 23:10:00,3597.60400390625,12.5429897308349
2018-01-01 23:20:00,3441.02587890625,12.6759996414184
2018-01-01 23:30:00,3373.96997070312,13.0030498504638
2018-01-01 23:40:00,3369.81298828125,13.297670364379801
2018-01-01 23:50:00,3375.90307617187,12.844059944152802
2018-01-02 00:00:00,1048.9599609375,7.30461311340332
2018-01-02 00:10:00,979.960876464843,7.16377687454223
2018-01-02 00:20:00,969.8032836914059,7.0754861831665
2018-01-02 00:30:00,986.7078247070309,7.0542550086975
2018-01-02 00:40:00,1254.06201171875,7.6651248931884695
2018-01-02 00:50:00,1531.85400390625,8.378613471984862
2018-01-02 01:00:00,1647.98596191406,8.54413795471191
2018-01-02 01:10:00,1759.1629638671802,8.89194679260253
2018-01-02 01:20:00,2070.001953125,9.46779727935791
2018-01-02 01:30:00,2349.626953125,9.98647403717041
2018-01-02 01:40:00,2598.86108398437,10.441329956054599
2018-01-02 01:50:00,2881.65795898437,10.9450902938842
2018-01-02 02:00:00,3278.03100585937,11.727620124816802
2018-01-02 02:10:00,3298.8798828125,11.7520599365234
2018-01-02 02:20:00,3318.6298828125,11.870149612426697
2018-01-02 02:30:00,3448.17504882812,12.0873298645019
2018-01-02 02:40:00,3577.95288085937,12.6791896820068
2018-01-02 02:50:00,3598.47900390625,13.127240180969201
2018-01-02 03:00:00,3603.19409179687,13.748089790344201
2018-01-02 03:10:00,3600.87109375,13.723819732666
2018-01-02 03:20:00,3601.15698242187,13.5958795547485
2018-01-02 03:30:00,3603.07299804687,13.7152099609375
2018-01-02 03:40:00,3603.43408203125,14.1741504669189
2018-01-02 03:50:00,3603.68896484375,14.171669960021902
2018-01-02 04:00:00,3603.56591796875,14.292849540710401
2018-01-02 04:10:00,3603.70288085937,14.140150070190401
2018-01-02 04:20:00,3603.65307617187,14.283249855041499
2018-01-02 04:30:00,3603.49389648437,14.821800231933501
2018-01-02 04:40:00,3603.2080078125,15.294090270996001
2018-01-02 04:50:00,3603.63500976562,15.581830024719201
2018-01-02 05:00:00,3603.666015625,15.622030258178699
2018-01-02 05:10:00,3603.3369140625,15.818260192871001
2018-01-02 05:20:00,3603.48510742187,16.009099960327102
2018-01-02 05:30:00,3603.54296875,16.1455307006835
2018-01-02 05:40:00,3603.52001953125,16.031560897827102
2018-01-02 05:50:00,3603.3759765625,16.072410583496
2018-01-02 06:00:00,3603.13891601562,16.426580429077102
2018-01-02 06:10:00,3603.15087890625,16.2746200561523
2018-01-02 06:20:00,3603.2900390625,16.0277690887451
2018-01-02 06:30:00,3603.35400390625,15.906689643859801
2018-01-02 06:40:00,3603.11010742187,15.984580039978
2018-01-02 06:50:00,3603.07006835937,16.3017292022705
2018-01-02 07:00:00,3603.2900390625,16.7437400817871
2018-01-02 07:10:00,3602.88891601562,16.089740753173803
2018-01-02 07:20:00,3603.10400390625,15.5524997711181
2018-01-02 07:30:00,3602.66088867187,14.9551200866699
2018-01-02 07:40:00,3601.9169921875,15.8465795516967
2018-01-02 07:50:00,3582.1689453125,13.4589004516601
2018-01-02 08:00:00,3127.72705078125,10.7768898010253
2018-01-02 08:10:00,3591.18310546875,14.736140251159599
2018-01-02 08:20:00,3602.56298828125,14.8806495666503
2018-01-02 08:30:00,3601.86010742187,14.160229682922301
2018-01-02 08:40:00,3595.912109375,14.1141099929809
2018-01-02 08:50:00,3595.1689453125,13.7256898880004
2018-01-02 09:00:00,3590.10888671875,13.639550209045401
2018-01-02 09:10:00,3592.22290039062,14.224269866943299
2018-01-02 09:20:00,3451.39794921875,13.1084203720092
2018-01-02 09:30:00,3524.69311523437,12.9612598419189
2018-01-02 09:40:00,3591.82006835937,13.695019721984801
2018-01-02 09:50:00,3249.63989257812,11.5462799072265
2018-01-02 10:00:00,3528.27099609375,13.266519546508698
2018-01-02 10:10:00,3520.330078125,14.0755195617675
2018-01-02 10:20:00,3592.537109375,13.9057998657226
2018-01-02 10:30:00,3590.07690429687,14.201020240783599
2018-01-02 10:40:00,3598.30395507812,13.786529541015598
2018-01-02 10:50:00,3547.34106445312,13.0525503158569
2018-01-02 11:00:00,3592.82202148437,12.9541702270507
2018-01-02 11:10:00,3227.93090820312,11.4759101867675
2018-01-02 11:20:00,3401.68310546875,11.9430503845214
2018-01-02 11:30:00,3332.65991210937,11.5866498947143
2018-01-02 11:40:00,3519.19506835937,13.228289604187
2018-01-02 11:50:00,3603.04296875,14.4608001708984
2018-01-02 12:00:00,3602.541015625,13.5819101333618
2018-01-02 12:10:00,3580.52197265625,14.9860401153564
2018-01-02 12:20:00,3602.68188476562,15.525349617004302
2018-01-02 12:30:00,3602.94189453125,14.294199943542399
2018-01-02 12:40:00,3567.23510742187,13.2409200668334
2018-01-02 12:50:00,3593.98095703125,14.0840101242065
2018-01-02 13:00:00,3502.67602539062,13.1743803024291
2018-01-02 13:10:00,3572.60595703125,12.9034099578857
2018-01-02 13:20:00,3453.52490234375,12.3418502807617
2018-01-02 13:30:00,3514.47290039062,12.1771402359008
2018-01-02 13:40:00,3310.06909179687,11.9012098312377
2018-01-02 13:50:00,3497.34790039062,12.112099647521902
2018-01-02 14:00:00,3462.13500976562,12.2775697708129
2018-01-02 14:10:00,3308.63598632812,11.680100440978999
2018-01-02 14:20:00,3345.43896484375,11.9476404190063
2018-01-02 14:30:00,3409.30590820312,11.718050003051697
2018-01-02 14:40:00,3542.57299804687,12.3902597427368
2018-01-02 14:50:00,3285.30395507812,11.471320152282699
2018-01-02 15:00:00,3601.28491210937,13.902850151062
2018-01-02 15:10:00,3603.02709960937,14.2826099395751
2018-01-02 15:20:00,3582.7470703125,13.5073299407958
2018-01-02 15:30:00,3599.7880859375,14.514530181884698
2018-01-02 15:40:00,3597.69897460937,14.6120700836181
2018-01-02 15:50:00,3602.43603515625,16.3447799682617
2018-01-02 16:00:00,3602.72705078125,15.7329998016357
2018-01-02 16:10:00,3602.31298828125,14.6772899627685
2018-01-02 16:20:00,3602.9609375,15.4098796844482
2018-01-02 16:30:00,3602.61010742187,16.1881408691406
2018-01-02 16:40:00,3602.77294921875,15.1340503692626
2018-01-02 16:50:00,3602.85791015625,15.9631395339965
2018-01-02 17:00:00,3602.72900390625,16.9390697479248
2018-01-02 17:10:00,3602.18798828125,18.459260940551697
2018-01-02 17:20:00,3602.14892578125,18.2270107269287
2018-01-02 17:30:00,3602.10693359375,18.370990753173803
2018-01-02 17:40:00,3602.40600585937,17.828079223632802
2018-01-02 17:50:00,3602.39111328125,17.9208698272705
2018-01-02 18:00:00,3602.10009765625,17.546930313110302
2018-01-02 18:10:00,3602.34912109375,17.5831508636474
2018-01-02 18:20:00,3602.3349609375,18.2026805877685
2018-01-02 18:30:00,3602.17211914062,18.7849102020263
2018-01-02 18:40:00,3602.58911132812,19.6539592742919
2018-01-02 18:50:00,3602.54907226562,18.778579711914002
2018-01-02 19:00:00,3602.97192382812,18.632310867309503
2018-01-02 19:10:00,3602.6708984375,18.079149246215803
2018-01-02 19:20:00,3602.77099609375,17.4580001831054
2018-01-02 19:30:00,3602.6708984375,16.6773700714111
2018-01-02 19:40:00,3602.81811523437,15.668049812316802
2018-01-02 19:50:00,3602.59301757812,15.3907804489135
2018-01-02 20:00:00,3496.166015625,17.0550708770751
2018-01-02 20:10:00,3602.9541015625,17.1613998413085
2018-01-02 20:20:00,3602.61596679687,17.878469467163
2018-01-02 20:30:00,3602.57202148437,18.5248394012451
2018-01-02 20:40:00,3602.67993164062,18.4451599121093
2018-01-02 20:50:00,3602.88305664062,18.7982101440429
2018-01-02 21:00:00,3603.30908203125,19.204570770263604
2018-01-02 21:10:00,3602.89599609375,18.7426700592041
2018-01-02 21:20:00,3602.85888671875,18.8622093200683
2018-01-02 21:30:00,3602.9970703125,19.6793193817138
2018-01-02 21:40:00,3603.04907226562,20.1481494903564
2018-01-02 21:50:00,3602.63110351562,19.759099960327102
2018-01-02 22:00:00,3602.60693359375,20.5755405426025
2018-01-02 22:10:00,3602.68505859375,20.7103290557861
2018-01-02 22:20:00,3602.537109375,21.105989456176697
2018-01-02 22:30:00,3602.54809570312,21.753339767456
2018-01-02 22:40:00,3602.42895507812,21.3759994506835
2018-01-02 22:50:00,3602.22192382812,21.925760269165
2018-01-02 23:00:00,3602.22094726562,21.4491596221923
2018-01-02 23:10:00,3601.81103515625,19.3362102508544
2018-01-02 23:20:00,3601.7958984375,18.754529953002898
2018-01-02 23:30:00,3602.35107421875,19.321849822998
2018-01-02 23:40:00,3602.60400390625,18.7791996002197
2018-01-02 23:50:00,3602.59497070312,19.384990692138604
2018-01-03 00:00:00,0.0,4.6844978332519505
2018-01-03 00:10:00,0.0,4.37770509719848
2018-01-03 00:20:00,0.0,3.96931099891662
2018-01-03 00:30:00,0.0,4.81945896148681
2018-01-03 00:40:00,0.0,5.434207916259759
2018-01-03 00:50:00,0.0,5.59991598129272
2018-01-03 01:00:00,0.0,5.8644261360168395
2018-01-03 01:10:00,0.0,5.48196601867675
2018-01-03 01:20:00,0.0,6.52128410339355
2018-01-03 01:30:00,0.0,6.49025392532348
2018-01-03 01:40:00,0.0,5.62778902053833
2018-01-03 01:50:00,0.0,6.32497787475585
2018-01-03 02:00:00,0.0,6.39834785461425
2018-01-03 02:10:00,0.0,6.57399892807006
2018-01-03 02:20:00,0.0,5.205535888671871
2018-01-03 02:30:00,0.0,5.35460901260375
2018-01-03 02:40:00,0.0,3.9226970672607404
2018-01-03 02:50:00,0.0,4.31408786773681
2018-01-03 03:00:00,0.0,4.1380271911621
2018-01-03 03:10:00,0.0,3.6679100990295397
2018-01-03 03:20:00,0.0,3.93532705307006
2018-01-03 03:30:00,0.0,3.3502299785614
2018-01-03 03:40:00,0.0,4.17753505706787
2018-01-03 03:50:00,0.0,3.68042993545532
2018-01-03 04:00:00,0.0,3.6458959579467702
2018-01-03 04:10:00,0.0,3.4344480037689196
2018-01-03 04:20:00,0.0,3.46601104736328
2018-01-03 04:30:00,0.0,3.99052596092224
2018-01-03 04:40:00,0.0,3.80363392829895
2018-01-03 04:50:00,0.0,4.06972408294677
2018-01-03 05:00:00,0.0,4.18012714385986
2018-01-03 05:10:00,0.0,4.34541177749633
2018-01-03 05:20:00,0.0,3.98368597030639
2018-01-03 05:30:00,0.0,3.8249111175537096
2018-01-03 05:40:00,0.0,3.3868880271911603
2018-01-03 05:50:00,0.0,3.1176750659942596
2018-01-03 06:00:00,0.0,3.7798008918762203
2018-01-03 06:10:00,0.0,3.51239705085754
2018-01-03 06:20:00,0.0,3.55685997009277
2018-01-03 06:30:00,0.0,2.76838302612304
2018-01-03 06:40:00,0.0,3.55518388748168
2018-01-03 06:50:00,0.0,2.46766996383666
2018-01-03 07:00:00,0.0,1.50222599506378
2018-01-03 07:10:00,0.0,1.3350939750671298
2018-01-03 07:20:00,0.0,1.5079139471054
2018-01-03 07:30:00,0.0,1.49591898918151
2018-01-03 07:40:00,0.0,1.52268803119659
2018-01-03 07:50:00,0.0,0.9145172834396359
2018-01-03 08:00:00,0.0,0.7002034783363339
2018-01-03 08:10:00,0.0,1.10937905311584
2018-01-03 08:20:00,0.0,1.43440902233123
2018-01-03 08:30:00,0.0,1.74662697315216
2018-01-03 08:40:00,0.0,2.51978492736816
2018-01-03 08:50:00,0.0,2.9922039508819505
2018-01-03 09:00:00,0.0,2.8549380302429106
2018-01-03 09:10:00,0.0,2.36658000946044
2018-01-03 09:20:00,0.0,3.3331871032714804
2018-01-03 09:30:00,0.0,3.6773290634155202
2018-01-03 09:40:00,0.0,3.7222828865051203
2018-01-03 09:50:00,0.0,4.541118144989009
2018-01-03 10:00:00,0.0,4.10872411727905
2018-01-03 10:10:00,0.0,3.63542008399963
2018-01-03 10:20:00,0.0,3.344899892807
2018-01-03 10:30:00,0.0,4.07532501220703
2018-01-03 10:40:00,0.0,3.00350594520568
2018-01-03 10:50:00,0.0,4.45563220977783
2018-01-03 11:00:00,0.0,4.67060899734497
2018-01-03 11:10:00,0.0,4.19178199768066
2018-01-03 11:20:00,0.0,5.13196086883544
2018-01-03 11:30:00,0.0,4.75764322280883
2018-01-03 11:40:00,0.0,4.21182584762573
2018-01-03 11:50:00,0.0,4.02742385864257
2018-01-03 12:00:00,0.0,3.7980289459228502
2018-01-03 12:10:00,0.0,3.60788393020629
2018-01-03 12:20:00,0.0,3.12750601768493
2018-01-03 12:30:00,0.0,3.3097929954528795
2018-01-03 12:40:00,0.0,2.91533493995666
2018-01-03 12:50:00,0.0,4.36192989349365
2018-01-03 13:00:00,0.0,4.440526962280269
2018-01-03 13:10:00,0.0,4.19259881973266
2018-01-03 13:20:00,0.0,3.5914869308471604
2018-01-03 13:30:00,0.0,4.5891990661621
2018-01-03 13:40:00,0.0,4.26172590255737
2018-01-03 13:50:00,0.0,4.5099778175354
2018-01-03 14:00:00,0.0,4.50606107711791
2018-01-03 14:10:00,0.0,5.14198207855224
2018-01-03 14:20:00,0.0,5.747825145721429
2018-01-03 14:30:00,0.0,5.3734917640686
2018-01-03 14:40:00,0.0,5.0182337760925195
2018-01-03 14:50:00,0.0,5.4829568862915
2018-01-03 15:00:00,0.0,5.69393587112426
2018-01-03 15:10:00,0.0,6.016439914703361
2018-01-03 15:20:00,0.0,5.7581849098205495
2018-01-03 15:30:00,0.0,5.65481805801391
2018-01-03 15:40:00,0.0,6.354059219360349
2018-01-03 15:50:00,0.0,7.56948804855346
2018-01-03 16:00:00,137.57839965820298,8.1948766708374
2018-01-03 16:10:00,284.216888427734,8.58404922485351
2018-01-03 16:20:00,396.667907714843,8.67669486999511
2018-01-03 16:30:00,725.640380859375,9.194405555725089
2018-01-03 16:40:00,1528.5179443359302,9.33027458190917
2018-01-03 16:50:00,1821.39501953125,9.29972457885742
2018-01-03 17:00:00,1731.375,8.673816680908201
2018-01-03 17:10:00,1947.6540527343698,9.2376070022583
2018-01-03 17:20:00,2061.9140625,9.65590000152587
2018-01-03 17:30:00,2111.23999023437,9.43974876403808
2018-01-03 17:40:00,2147.15209960937,9.441122055053711
2018-01-03 17:50:00,2277.90209960937,9.661714553832999
2018-01-03 18:00:00,2512.01708984375,9.88940143585205
2018-01-03 18:10:00,2713.6689453125,10.5986700057983
2018-01-03 18:20:00,2848.5029296875,11.0479001998901
2018-01-03 18:30:00,2560.51098632812,10.2257299423217
2018-01-03 18:40:00,2604.45703125,10.1840295791625
2018-01-03 18:50:00,2786.43994140625,10.381859779357901
2018-01-03 19:00:00,2886.14208984375,10.4186601638793
2018-01-03 19:10:00,3228.11401367187,11.033869743347099
2018-01-03 19:20:00,3298.46411132812,11.3565301895141
2018-01-03 19:30:00,3451.97509765625,11.755660057067802
2018-01-03 19:40:00,3225.17700195312,11.2190704345703
2018-01-03 19:50:00,3199.35791015625,11.151650428771902
2018-01-03 20:00:00,3107.22802734375,11.046890258789
2018-01-03 20:10:00,3329.31909179687,11.6307897567749
2018-01-03 20:20:00,3529.60009765625,12.048310279846099
2018-01-03 20:30:00,3600.90698242187,12.471719741821198
2018-01-03 20:40:00,3572.626953125,12.999070167541499
2018-01-03 20:50:00,3603.38696289062,13.0914001464843
2018-01-03 21:00:00,3602.93090820312,12.742679595947198
2018-01-03 21:10:00,3603.42993164062,12.7608995437622
2018-01-03 21:20:00,3602.92504882812,12.925840377807601
2018-01-03 21:30:00,3599.208984375,13.553330421447699
2018-01-03 21:40:00,3543.69995117187,13.4387302398681
2018-01-03 21:50:00,3499.86401367187,13.6772899627685
2018-01-03 22:00:00,3486.50903320312,13.821240425109801
2018-01-03 22:10:00,3460.38305664062,13.9124603271484
2018-01-03 22:20:00,3460.0439453125,14.568300247192301
2018-01-03 22:30:00,3460.64208984375,14.1895599365234
2018-01-03 22:40:00,3460.47607421875,14.2203903198242
2018-01-03 22:50:00,3460.3701171875,14.347669601440401
2018-01-03 23:00:00,3460.64404296875,14.7798700332641
2018-01-03 23:10:00,3460.38500976562,15.1775703430175
2018-01-03 23:20:00,3460.126953125,15.1712303161621
2018-01-03 23:30:00,3460.6220703125,14.662119865417399
2018-01-03 23:40:00,3460.68408203125,14.552450180053699
2018-01-03 23:50:00,3460.42700195312,15.374939918517999
2018-01-04 00:00:00,3603.64306640625,18.163980484008697
2018-01-04 00:10:00,3603.22192382812,18.161310195922802
2018-01-04 00:20:00,3603.36499023437,17.7736206054687
2018-01-04 00:30:00,3603.15209960937,18.8053607940673
2018-01-04 00:40:00,3603.03295898437,18.956020355224602
2018-01-04 00:50:00,3603.01196289062,19.9450893402099
2018-01-04 01:00:00,3602.92602539062,20.340589523315398
2018-01-04 01:10:00,3603.05297851562,19.4691791534423
2018-01-04 01:20:00,3603.001953125,19.6019802093505
2018-01-04 01:30:00,3602.82006835937,19.8914108276367
2018-01-04 01:40:00,3602.6630859375,20.013469696044897
2018-01-04 01:50:00,3602.85693359375,19.7250804901123
2018-01-04 02:00:00,3602.837890625,21.1428108215332
2018-01-04 02:10:00,3603.09692382812,20.9986190795898
2018-01-04 02:20:00,3603.34399414062,19.603380203247003
2018-01-04 02:30:00,3603.43310546875,19.575260162353498
2018-01-04 02:40:00,3603.23999023437,18.6473693847656
2018-01-04 02:50:00,3603.18505859375,18.9792709350585
2018-01-04 03:00:00,3603.14404296875,19.6833801269531
2018-01-04 03:10:00,3603.10791015625,20.0590801239013
2018-01-04 03:20:00,3603.4619140625,18.9783897399902
2018-01-04 03:30:00,3603.48999023437,19.6112995147705
2018-01-04 03:40:00,3603.53002929687,19.3489208221435
2018-01-04 03:50:00,3603.13696289062,19.1403102874755
2018-01-04 04:00:00,3603.06201171875,17.963809967040998
2018-01-04 04:10:00,3602.9541015625,19.458560943603498
2018-01-04 04:20:00,3602.44189453125,20.594549179077102
2018-01-04 04:30:00,3602.40795898437,20.700960159301697
2018-01-04 04:40:00,3602.54711914062,20.847179412841697
2018-01-04 04:50:00,3602.27490234375,21.3293094635009
2018-01-04 05:00:00,3602.09204101562,18.19580078125
2018-01-04 05:10:00,3601.9619140625,17.6964397430419
2018-01-04 05:20:00,3601.82397460937,19.189489364624
2018-01-04 05:30:00,3601.7470703125,20.4148998260498
2018-01-04 05:40:00,3602.333984375,20.548410415649396
2018-01-04 05:50:00,3601.958984375,17.9069595336914
2018-01-04 06:00:00,3602.8720703125,18.4780197143554
2018-01-04 06:10:00,3602.73095703125,17.1872692108154
2018-01-04 06:20:00,3602.89501953125,17.739749908447198
2018-01-04 06:30:00,3603.01611328125,18.2719001770019
2018-01-04 06:40:00,3602.8369140625,18.602460861206
2018-01-04 06:50:00,3602.625,19.041889190673803
2018-01-04 07:00:00,3602.52905273437,19.0639705657958
2018-01-04 07:10:00,3602.84008789062,19.0869197845458
2018-01-04 07:20:00,3602.7119140625,18.4606990814208
2018-01-04 07:30:00,3602.83911132812,18.551530838012603
2018-01-04 07:40:00,3602.81811523437,18.206100463867102
2018-01-04 07:50:00,3602.7109375,18.540540695190398
2018-01-04 08:00:00,3602.6708984375,17.4591903686523
2018-01-04 08:10:00,3598.43505859375,17.8180904388427
2018-01-04 08:20:00,3602.8330078125,19.904949188232397
2018-01-04 08:30:00,3602.89111328125,19.4012298583984
2018-01-04 08:40:00,3603.23803710937,19.385320663452102
2018-01-04 08:50:00,3603.53198242187,17.876140594482397
2018-01-04 09:00:00,3603.25,17.9142704010009
2018-01-04 09:10:00,3603.20190429687,17.1095104217529
2018-01-04 09:20:00,3603.0439453125,16.1038398742675
2018-01-04 09:30:00,3596.65307617187,16.399070739746
2018-01-04 09:40:00,3593.00708007812,15.5386495590209
2018-01-04 09:50:00,3599.17211914062,16.2677707672119
2018-01-04 10:00:00,3578.67700195312,16.1704998016357
2018-01-04 10:10:00,3603.30590820312,18.1630001068115
2018-01-04 10:20:00,3590.9599609375,17.3017597198486
2018-01-04 10:30:00,3524.01293945312,14.8662099838256
