Abqaiq,25.93402,49.6688
Abrama,20.85865,72.90648
Abreu e Lima,-7.91167,-34.90278
Abreus,22.27797,-80.56931
Abrīsham,32.55613,51.57325
Ābu,24.59365,72.71756
Abū ‘Arīsh,16.96887,42.83251
Abū al Maţāmīr,30.91018,30.17438
Abu Dhabi,24.45118,54.39696
Abū Ghurayb,33.30563,44.18477
Abu Jibeha,11.4562,31.2285
Abū Kabīr,30.72508,31.67148
Abū Qurqāş,27.93043,30.83826
Ābu Road,24.48012,72.78186
Abū Tīj,27.04514,31.31845
Abū Zabad,12.35,29.25
Abucay,14.73347,120.53358
Abuja,9.05785,7.49508
Aburi,5.84802,-0.17449
Abuyog,10.747,125.0107
Ābyek,36.06667,50.55
Acacías,3.98695,-73.75797
Acajete,19.11154,-97.95231
Acajutla,13.59278,-89.8275
Acámbaro,20.03085,-100.72194
Acaponeta,22.49396,-105.36369
Acapulco de Juárez,16.84942,-99.90891
Acaraú,-2.88556,-40.12
Acarigua,9.55451,-69.19564
Acatlán de Osorio,18.2025,-98.04864
Acatzingo,18.98196,-97.78363
Acayucan,17.94979,-94.91386
Accra,5.55602,-0.1969
Accrington,53.75379,-2.35863
Acerra,40.94477,14.3714
Achalpur,21.25665,77.51006
Acharnés,38.08333,23.73333
Acheng,45.54545,126.97703
Achères,48.96115,2.06882
Achern,48.63115,8.07607
Achhnera,27.17826,77.75674
Achim,53.01416,9.0263
Achinsk,56.2694,90.4993
Achkhoy-Martan,43.18997,45.28373
Aci Castello,37.55564,15.14535
Aci Catena,37.60614,15.14165
Acilia-Castel Fusano-Ostia Antica,41.76337,12.33078
Acireale,37.60886,15.16577
Acocks Green,52.45,-1.81667
Acopiara,-6.09528,-39.4525
Acquaviva delle Fonti,40.89704,16.8433
Acqui Terme,44.67552,8.46934
Acre,32.92814,35.07647
Acton,51.50901,-0.2762
Acton,42.48509,-71.43284
Actopan,20.26961,-98.94377
Açu,-5.57667,-36.90861
Acworth,34.06635,-84.67837
Ad Dānā,36.21254,36.76998
Ad Darbāsīyah,37.07279,40.65199
Ad Dasmah,29.365,48.00139
Ad Dawādimī,24.50772,44.39237
Ad Dilam,23.99104,47.16181
Ad Dilinjāt,30.82796,30.53552
Ad Dindar,13.2,34.16667
Ad Dīwānīyah,31.99289,44.92552
Ad Douiem,14.0012,32.3116
Ad Dujayl,33.84667,44.23444
Ad-Damazin,11.7891,34.3592
Ada,34.77453,-96.67834
Adam,22.37934,57.52718
Adamantina,-21.68528,-51.0725
Adampur,31.43224,75.71484
Adams Morgan,38.9215,-77.0422
Adamstown,-25.06597,-130.10147
Adana,36.98615,35.32531
Adapazarı,40.78056,30.40333
Addanki,15.81061,79.97338
Addiet Canna,11.26667,37.48333
Addis Ababa,9.02497,38.74689
Addison,32.96179,-96.82917
Addison,41.9317,-87.98896
Adeje,28.12271,-16.726
Adelaide,-34.92866,138.59863
Adelaide city centre,-34.92873,138.60334
Adelaide Hills,-34.91119,138.70735
Adelanto,34.58277,-117.40922
Adelfia,41.0033,16.87208
Adelphi,39.00317,-76.97192
Aden,12.77944,45.03667
Adh Dhayd,25.28812,55.88157
Adiaké,5.28634,-3.30403
Ādīgrat,14.277,39.462
Ādilābād,19.67203,78.5359
Adilcevaz,38.79911,42.73159
Adirampattinam,10.34059,79.37905
Ādīs Zemen,12.11667,37.78333
Adiwerna,-6.9375,109.1325
Adıyaman,37.76441,38.27629
Adjud,46.1,27.16667
Adjumani,3.37786,31.7909
Adler,43.42896,39.92391
Adlershof,52.43548,13.54825
Adliswil,47.30997,8.52462
Admiralteisky,59.90839,30.28484
Ado-Ekiti,7.62329,5.22087
Ado-Odo,6.59546,2.94176
Ādoni,15.62788,77.27495
Adra,36.74831,-3.02076
Adra,23.49668,86.68363
Adrano,37.66358,14.83283
Adrar,27.87429,-0.29388
Adrian,41.89755,-84.03717
Adrogué,-34.80041,-58.38384
Adūr,9.15595,76.73192
Adwick le Street,53.57077,-1.18454
Adzopé,6.10694,-3.86194
Afak,32.0643,45.24743
Affery,6.32035,-3.95235
Affton,38.55061,-90.33317
Afgooye,2.1381,45.1212
Afif,23.9065,42.91724
Afikpo,5.89258,7.93534
Afipskiy,44.90005,38.84265
Aflao,6.11982,1.19012
Aflou,34.11279,2.10228
Afogados da Ingazeira,-7.75083,-37.63917
Afragola,40.92298,14.30935
Afrīn,36.51194,36.86954
Afşin,38.24769,36.91399
Afula,32.60907,35.2892
Afyonkarahisar,38.75667,30.54333
Afzalgarh,29.3937,78.67393
Afzalpur,17.19986,76.36018
Agadez,16.97333,7.99111
Agadir,30.42018,-9.59815
Agar,23.71177,76.01571
Āgaro,7.85,36.65
Agartala,23.83605,91.27939
Agawam,42.06954,-72.61481
Agbor,6.25375,6.1942
Agboville,5.92801,-4.21319
Ağdam,39.99096,46.92736
Ağdaş,40.64699,47.4738
Agde,43.31083,3.47583
Agdzhabedy,40.05015,47.45937
Agen,44.20199,0.62055
Ageoshimo,35.97145,139.61382
Aghajari,30.7006,49.8315
Aghsu,40.57028,48.40087
Agía Paraskeví,38.01667,23.83333
Agía Varvára,37.98938,23.66011
Agidel’,55.9077,53.9355
Agincourt North,43.80418,-79.27528
Agincourt South-Malvern West,43.78866,-79.26561
Aginskoye,51.1,114.53
Ágioi Anárgyroi,38.03013,23.72379
Agios Dimitrios,37.93333,23.73333
Agios Ioannis Rentis,37.96491,23.66511
Agnibilékrou,7.13113,-3.20415
Agogo,6.80004,-1.08193
Agoo,16.08333,120.1
Agoura,34.14306,-118.73787
Agoura Hills,34.13639,-118.77453
Agra,27.18333,78.01667
Agrigento,37.31065,13.57661
Agrínio,38.62139,21.40778
Ağrı,39.71944,43.05139
Agropoli,40.34923,14.99067
Agryz,56.52034,52.99422
Agua Dulce,18.13909,-94.14527
Água Preta,-8.7075,-35.53056
Agua Prieta,31.33071,-109.54876
Aguachica,8.30844,-73.6166
Aguada de Pasajeros,22.3852,-80.84792
Aguadas,5.61161,-75.45624
Aguadilla,18.42745,-67.15407
Aguaí,-22.05944,-46.97861
Águas Belas,-9.11139,-37.12306
Águas de Lindóia,-22.47639,-46.63278
Águas Santas,41.21017,-8.57599
Águas Vermelhas,-15.74722,-41.46
Aguascalientes,21.88234,-102.28259
Aguazul,5.17282,-72.54706
Agudos,-22.46917,-48.9875
Aguilares,-27.4338,-65.61427
Aguilares,13.95722,-89.18972
Águilas,37.4063,-1.58289
Agüimes,27.90539,-15.44609
Agulu,6.10045,7.061
Agustín Codazzi,10.03672,-73.23558
Ahar,38.4774,47.0699
Ahaus,52.07936,7.01344
Ahfir,34.95368,-2.10027
Ahlat,38.7489,42.48007
Ahlen,51.76338,7.8887
Ahmadnagar,19.09457,74.73843
Ahmadpur,18.70622,76.93731
Ahmadpur East,29.14269,71.25771
Ahmadpur Sial,30.67791,71.74344
Ahmedabad,23.02579,72.58727
Ahraura,25.01579,83.03294
Ahrensburg,53.67515,10.22593
Ahuachapán,13.92139,-89.845
Ahualulco de Mercado,20.70137,-103.97461
Ahvaz,31.31901,48.6842
Ahwatukee Foothills,33.34171,-111.98403
Aībak,36.26468,68.01551
Aichach,48.45755,11.13413
Aigáleo,37.98333,23.68333
Aígio,38.24861,22.08194
Aiken,33.56042,-81.71955
Aileu,-8.72806,125.56639
Aimorés,-19.49583,-41.06389
Aïn Abid,36.23194,6.94333
Aïn Arnat,36.18683,5.31347
Aïn Beïda,35.79639,7.39278
Aïn Beni Mathar,34.0097,-2.03238
Aïn Benian,36.80277,2.92185
Aïn Bessem,36.29333,3.67319
Aïn Defla,36.26405,1.9679
Aïn Deheb,34.84218,1.54697
Aïn el Bell,34.34381,3.22475
Aïn el Berd,35.36395,-0.51279
Aïn el Bya,35.80389,-0.30178
Aïn el Hadjel,35.67003,3.88153
Aïn el Hammam,36.56471,4.30619
Aïn el Melh,34.84146,4.16383
Aïn el Turk,35.74381,-0.7693
Aïn Fakroun,35.97108,6.87374
Aïn Kercha,35.92472,6.69528
Aïn Merane,36.16277,0.97037
Aïn Oussera,35.45139,2.90583
Aïn Sefra,32.75,-0.58333
Aïn Smara,36.2674,6.50135
Ain Sukhna,29.60018,32.31671
Aïn Taya,36.79333,3.28694
Aïn Temouchent,35.29749,-1.14037
Aïn Touta,35.37675,5.90001
Aioi,34.80361,134.46806
Airdrie,51.30011,-114.03528
Airdrie,55.86602,-3.98025
Airoli,19.15096,72.99625
Aistala,23.18,88.58
Aiud,46.31006,23.72128
Aix-en-Provence,43.5283,5.44973
Aix-les-Bains,45.69173,5.90863
Aizawl,23.72894,92.71791
Ajā,30.94162,31.29039
Ajab Shīr,37.4776,45.8943
Ajaccio,41.91886,8.73812
Ajalpan,18.37908,-97.25867
Ajaokuta,7.56229,6.65497
Ajax,43.85012,-79.03288
Ajdabiya,30.75545,20.22625
Ajka,47.10196,17.55892
Ajlūn,32.33326,35.75279
Ajman City,25.40177,55.47878
Ajmer,26.4521,74.63867
Ajnāla,31.84473,74.76295
Ajodhya,26.79909,82.2047
Ajra,16.11601,74.21097
Akademgorodok,54.8523,83.106
Akademicheskoe,60.01375,30.39471
Akalkot,17.52532,76.20611
Akaltara,22.02463,82.42641
Akashi,34.65524,135.00687
Akbarābād,29.2464,52.7793
Akbarpur,26.42953,82.53431
Akbarpur,26.38371,79.94926
Akbou,36.4575,4.53494
Akçaabat,41.02121,39.57146
Akçakale,36.71111,38.9475
Akçakoca,41.08663,31.11623
Akdağmadeni,39.66028,35.88361
Åkersberga,59.47944,18.29967
Aketi,2.73877,23.78326
Akhaltsikhe,41.63901,42.98262
Akhisar,38.91852,27.84006
Akhmīm,26.5622,31.74566
Akhtubinsk,48.27955,46.17217
Akhtyrskiy,44.8546,38.3031
Aki,33.5,133.9
Akim Oda,5.92665,-0.98577
Akita,39.71667,140.11667
Akivīdu,16.58225,81.38112
Akkarampalle,13.65,79.42
Akkol’,53.29617,69.59997
Aklera,24.41288,76.56719
Akola,20.70957,76.9981
Akonolinga,3.76667,12.25
Akora,34.00337,72.12561
Akot,21.0963,77.0588
Akouda,35.8691,10.5653
Akoupé,6.38423,-3.88759
Akron,41.08144,-81.51901
Aksaray,38.37255,34.02537
Aksay,47.25838,39.86675
Akşehir,38.3575,31.41639
Aksu,41.18418,80.27921
Aksu,52.04023,76.92748
Aktobe,50.27969,57.20718
Aku,6.70902,7.31826
Akune,32.01667,130.2
Akure,7.25256,5.19312
Akureyri,65.68353,-18.0878
Akwanga,8.91077,8.40655
Akwatia,6.04024,-0.80876
Akyazı,40.685,30.62222
Al ‘Amārah,31.83561,47.14483
Al ‘Ayyāţ,29.61972,31.2575
Al ‘Ayzarīyah,31.77078,35.26917
Al ‘Azīzīyah,32.90941,45.06359
Al Aaroui,35.0109,-3.00938
Al Abyār,32.19,20.59653
Al Aḩmadī,29.07694,48.08389
Al Ain City,24.19167,55.76056
Al Ajaylat,32.75718,12.37633
Al Bāb,36.37051,37.5157
Al Badārī,26.99257,31.41554
Al Bahah,20.01288,41.46767
Al Bājūr,30.43046,31.03679
Al Balyanā,26.23568,32.00347
Al Başrah al Qadīmah,30.50316,47.81507
Al Baţţālīyah,25.43333,49.63333
Al Bawīţī,28.34919,28.86591
Al Bayda,13.98523,45.57272
Al Bayḑā’,32.76272,21.75506
Al Bīrah,31.91001,35.21645
Al Bukayrīyah,26.13915,43.65782
Al Burayj,31.43944,34.40306
Al Buraymī,24.25088,55.79312
Al Faḩāḩīl,29.0825,48.13028
Al Fallūjah,33.34913,43.78599
Al Farwānīyah,29.2775,47.95861
Al Fashn,28.82306,30.89903
Al Fāw,29.97421,48.47309
Al Fayyūm,29.30995,30.8418
Al Finţās,29.17389,48.12111
Al Fqih Ben Çalah,32.50213,-6.68771
Al Fujairah City,25.11641,56.34141
Al Ḩāmūl,31.31146,31.14766
Al Ḩarāk,32.74932,36.30994
Al Hārithah,30.58481,47.76114
Al Hasaheisa,14.75264,33.29836
Al Ḩasakah,36.50237,40.74772
Al Ḩawāmidīyah,29.9,31.25
Al Ḩawātah,13.41667,34.63333
Al Ḩayy,32.17419,46.04345
Al Ḩazm,16.16406,44.77692
Al Hilāliyya,14.9398,33.234
Al Ḩillah,32.46367,44.41963
Al Hindīyah,32.54671,44.22765
Al Hoceïma,35.25165,-3.93723
Al Hufūf,25.36467,49.58764
Al Ibrāhīmīyah,30.71877,31.56299
Al Jadīd,27.05,14.4
Al Jahrā’,29.3375,47.65806
Al Jammālīyah,31.18065,31.86497
Al Jawf,24.1989,23.29093
Al Jubayhah,32.01071,35.89802
Al Jubayl,27.0174,49.62251
Al Jumūm,21.61951,39.69659
Al Khābūrah,23.97144,57.09313
Al Khafjī,28.43905,48.49132
Al Khānkah,30.21035,31.36812
Al Khārijah,25.45141,30.54635
Al Kharj,24.15541,47.33457
Al Khawr,25.68389,51.50583
Al Khums,32.64861,14.26191
Al Kiswah,33.3581,36.2419
Al Kūt,32.5128,45.81817
Al Maḩallah al Kubrá,30.97063,31.1669
Al Mahbūlah,29.145,48.13028
Al Manāqil,14.2459,32.9891
Al Manqaf,29.09611,48.13278
Al Manshāh,26.47686,31.8035
Al Manşūrah,31.03637,31.38069
Al Manzalah,31.15823,31.936
Al Marj,32.49257,20.82909
Al Marsá,36.87818,10.32466
Al Maţarīyah,31.18287,32.03108
Al Mawşil al Jadīdah,36.33271,43.10555
Al Mayādīn,35.01982,40.45154
Al Mijlad,11.03333,27.73333
Al Minyā,28.09193,30.75813
Al Miqdādīyah,33.97861,44.93694
Al Mishkhāb,31.80437,44.4893
Al Mithnab,25.86012,44.22228
Al Mubarraz,25.40768,49.59028
Al Muharraq,26.25722,50.61194
Al Munayzilah,25.38333,49.66667
Al Musayyib,32.77872,44.29005
Al Qadarif,14.03493,35.38344
Al Qanāţir al Khayrīyah,30.19327,31.13703
Al Qanāyāt,30.61927,31.46165
Al Qarārah,31.37389,34.34085
Al Qaryatayn,34.22956,37.24066
Al Qaţīf,26.56542,50.0089
Al Qiţena,14.8648,32.3668
Al Qubbah,32.75684,22.24106
Al Qunayţirah,33.12595,35.82461
Al Qurayn,30.61618,31.73514
Al Quşayr,26.10611,34.27716
Al Quşayr,34.5078,36.58029
Al Qūşīyah,27.44023,30.81712
Al Quţayfah,33.73848,36.60071
Al Shamkhah City,24.39268,54.70779
Al Wajh,26.24551,36.45249
Al Wakrah,25.17151,51.60337
Al Wāsiţah,29.33778,31.20556
Al Yāmūn,32.48563,35.23011
Al-`Ula,26.60853,37.92316
Al-Hamdaniya,36.27093,43.37758
Al’met’yevsk,54.90442,52.3154
Alabaster,33.24428,-86.81638
Alabel,6.10179,125.29048
Alaca,40.16833,34.8425
Alafaya,28.5641,-81.2114
Alaghsas,17.0187,8.0168
Alagir,43.04222,44.22222
Alagoa Grande,-7.15833,-35.63
Alagoinhas,-12.13556,-38.41917
Alajuela,10.01625,-84.21163
Alamar,23.15794,-82.27837
Alameda,37.77099,-122.26087
Alaminos,14.06391,121.24649
Alamo,26.18369,-98.12306
Álamo,20.91154,-97.67554
Alamogordo,32.89953,-105.96027
Aland,17.56425,76.56854
Alandi,18.67756,73.89868
Alandur,13.0025,80.20611
Alangāyam,12.62235,78.75207
Ālangulam,8.86404,77.49937
Alanya,36.54375,31.99982
Alapayevsk,57.85158,61.69627
Alaplı,41.1814,31.38514
Alappuzha,9.49004,76.3264
Alaquàs,39.45568,-0.461
Alarobia,-18.96667,47.73333
Alaşehir,38.35083,28.51718
Alatyr’,54.8421,46.5813
Alba,44.6999,8.0347
Alba Iulia,46.06667,23.58333
Albacete,38.99424,-1.85643
Albal,39.4,-0.41667
Albano Laziale,41.72748,12.659
Albany,-35.02692,117.88369
Albany,31.57851,-84.15574
Albany,42.65258,-73.75623
Albany,37.88687,-122.29775
Albany,44.63651,-123.10593
Albany Creek,-27.35364,152.96848
Albany Park,41.96836,-87.72339
Albardón,-31.43722,-68.52556
Albemarle,35.35014,-80.20006
Albenga,44.04997,8.21829
Albert Lea,43.64801,-93.36827
Alberton,-26.26786,28.12225
Albertslund,55.65691,12.36381
Albertville,45.67452,6.39061
Albertville,34.26783,-86.20878
Albi,43.9298,2.148
Albignasego,45.34705,11.86781
Alblasserdam,51.86583,4.66111
Albolote,37.23088,-3.6551
Alborada Jaltenco,19.66194,-99.06889
Alboraya,39.5,-0.35
Albstadt,48.21644,9.02596
Ālbū Kamāl,34.45226,40.91854
Albufeira,37.08819,-8.2503
Albuquerque,35.08449,-106.65114
Alcabideche,38.73366,-9.40928
Alcalá de Guadaira,37.33791,-5.83951
Alcalá de Henares,40.48205,-3.35996
Alcalá la Real,37.4614,-3.92301
Alcalde Díaz,9.12016,-79.55641
Alcamo,37.9779,12.96473
Alcañiz,41.05,-0.13333
Alcantarilla,37.96939,-1.21714
Alcázar de San Juan,39.39011,-3.20827
Alchevs’k,48.46893,38.81669
Alcobaça,39.55223,-8.97749
Alcobendas,40.54746,-3.64197
Alcorcón,40.34582,-3.82487
Alcoy,38.70545,-0.47432
Alcúdia,39.85316,3.12138
Aldaia,39.46569,-0.46005
Aldama,28.83669,-105.91423
Aldan,58.61021,125.39613
Alderetes,-26.81667,-65.13333
Aldershot,51.24827,-0.76389
Aldine,29.93245,-95.38021
Aldridge,52.60549,-1.91715
Aleg,17.05314,-13.91312
Alegre,-20.76361,-41.53306
Alegrete,-29.78306,-55.79194
Aleksandrov,56.39516,38.71216
Aleksandrovsk,59.1581,57.5695
Aleksandrovskoye,44.71417,43.00083
Aleksandrów Łódzki,51.81965,19.30384
Alekseyevka,55.63,37.8
Alekseyevka,50.63092,38.6903
Aleksin,54.50503,37.0674
Aleksotas,54.88037,23.90842
Além Paraíba,-21.88778,-42.70444
Alençon,48.43476,0.09311
Alenquer,-1.94167,-54.73833
Aleppo,36.20124,37.16117
Alès,44.12489,4.08082
Aleshtar,33.86419,48.26258
Alessandria,44.90924,8.61007
Ålesund,62.47225,6.15492
Alexandra Hills,-27.53221,153.22889
Alexandria,31.20176,29.91582
Alexandria,43.98333,25.33333
Alexandria,31.31129,-92.44514
Alexandria,38.80484,-77.04692
Alexandroupoli,40.84995,25.87644
Aleysk,52.4926,82.7822
Alfafar,39.41667,-0.38333
Alfeld,51.98382,9.81989
Alfena,41.23671,-8.52454
Alfenas,-21.42917,-45.94722
Alfortville,48.80575,2.4204
Alfragide,38.73203,-9.2192
Alfreton,53.09766,-1.38376
Alfter,50.73333,7.01667
Algeciras,36.13326,-5.45051
Algemesí,39.19042,-0.43572
Algés,38.70245,-9.22936
Algete,40.59711,-3.49743
Alghero,40.55969,8.31953
Algiers,36.73225,3.08746
Algonquin,42.16558,-88.29425
Algorta,43.34927,-3.0094
Algueirão,38.79764,-9.3437
Alhama de Murcia,37.85103,-1.42507
Alhambra,34.09529,-118.12701
Alhambra,33.49838,-112.13432
Alhaurín de la Torre,36.66401,-4.56139
Alhaurín el Grande,36.643,-4.68728
Alī al Gharbī,32.46186,46.68794
Ali Sabieh,11.15583,42.7125
Aliaga,15.5,120.843
Aliağa,38.79975,26.97203
Alībāg,18.64813,72.87579
Alicante,38.34517,-0.48149
Alice,27.75225,-98.06972
Alice Springs,-23.69748,133.88362
Alicia,16.77936,121.69734
Alief,29.71106,-95.59633
Alīganj,27.49358,79.17127
Alīgarh,27.88145,78.07464
Alīgūdarz,33.404,49.69179
Álimos,37.91033,23.72361
Alingsås,57.93033,12.53345
Alipur,29.38242,70.91106
Alīpur,28.79862,77.13314
Alīpur Duār,26.4835,89.52286
Aliso Viejo,33.56504,-117.72712
Aliwal North,-30.69366,26.71141
Aljaraque,37.26989,-7.02313
Alkmaar,52.63167,4.74861
Allada,6.66547,2.15138
Allahābād,25.44478,81.84322
Allanridge,-27.75431,26.64382
Allapattah,25.81454,-80.22394
Allauch,43.33573,5.48201
Allen,-38.97736,-67.82714
Allen,33.10317,-96.67055
Allen Park,42.25754,-83.21104
Allendale,42.97225,-85.95365
Allende,18.15514,-94.39289
Allende,28.34124,-100.85111
Allentown,40.60843,-75.49018
Alliance,40.91534,-81.10593
Allison Park,40.55951,-79.95867
Alliston,44.15011,-79.86635
Alloa,56.11586,-3.78997
Allschwil,47.55074,7.53599
Alma,48.55009,-71.6491
Almada,38.67902,-9.1569
Almansa,38.86917,-1.09713
Almassora,39.94729,-0.06313
Almaty,43.25667,76.92861
Almeirim,-1.52333,-52.58167
Almelo,52.35667,6.6625
Almenara,-16.18361,-40.69444
Almendralejo,38.68316,-6.40747
Almere Stad,52.37025,5.21413
Almería,36.83814,-2.45974
Almirante Tamandaré,-25.32472,-49.31
Almonte,37.2647,-6.51667
Almora,29.59713,79.65911
Almoradí,38.10879,-0.79197
Almozara,41.66124,-0.90169
Almuñécar,36.73393,-3.69072
Alnāvar,15.42727,74.74111
Alofi,-19.05451,-169.91768
Aloha,45.49428,-122.86705
Along,28.16951,94.8006
Alor Gajah,2.3804,102.2089
Alor Setar,6.12104,100.36014
Alot,23.76336,75.55662
Alotenango,14.48585,-90.80437
Alpharetta,34.07538,-84.29409
Alphen aan den Rijn,52.12917,4.65546
Alpignano,45.09346,7.52392
Alquízar,22.80517,-82.58392
Alsdorf,50.87673,6.16399
Alsfeld,50.75185,9.27082
Alsip,41.66892,-87.73866
Alt-Hohenschönhausen,52.54608,13.5013
Alta Gracia,-31.65292,-64.42826
Altadena,34.18973,-118.13118
Altagracia de Orituco,9.86005,-66.38139
Altai,46.37222,96.25833
Altamira,-3.20333,-52.20639
Altamira,22.39215,-97.93867
Altamont,42.20681,-121.73722
Altamonte Springs,28.66111,-81.36562
Altamura,40.82664,16.54952
Altay,47.84864,88.13361
Altdorf,49.3856,11.3573
Altea,38.59885,-0.05139
Altena,51.29472,7.67337
Altenburg,50.98763,12.43684
Altepexi,18.37035,-97.29966
Altglienicke,52.41116,13.5355
Alto Barinas,8.5931,-70.2261
Alto Lucero,20.95361,-97.44194
Alton,51.14931,-0.97469
Alton,38.8906,-90.18428
Alton,26.28729,-98.31335
Altona,53.55,9.93333
Altona Meadows,-37.88413,144.78367
Altoona,41.64416,-93.46466
Altoona,40.51868,-78.39474
Altos,-5.03806,-42.46
Altotonga,19.76613,-97.24514
Altrincham,53.38752,-2.34848
Altstadt Nord,50.93893,6.95752
Altstadt Sud,50.93331,6.95954
Altuf’yevskiy,55.88333,37.58333
Altus,34.63813,-99.33398
Alum Rock,37.36605,-121.82718
Alushta,44.67728,34.4097
Aluva,10.10764,76.35158
Alvalade,38.75328,-9.14397
Alvand,36.1893,50.0643
Alvand,36.31885,49.16773
Alvarado,18.77143,-95.76181
Álvares Machado,-22.07944,-51.47194
Álvaro Obregón,19.35867,-99.20329
Alvin,29.42385,-95.2441
Alwar,27.56246,76.625
Alwaye,10.10649,76.35484
Alytus,54.39635,24.04142
Alzenau in Unterfranken,50.0888,9.06455
Alzey,49.74657,8.11513
Alzira,39.15,-0.43333
Am Timan,11.0297,20.2827
Amadeo,14.17056,120.92361
Amadora,38.75382,-9.23083
Amagasaki,34.71667,135.41667
Amagi,33.41804,130.65413
Amahai,-3.33984,128.91975
Amaigbo,5.78917,7.83829
Amalāpuram,16.57868,82.00609
Amaliáda,37.79842,21.35068
Amalner,21.03983,75.05887
Aman Garh,34.00584,71.92971
Amancio,20.81914,-77.57958
Amaraji,-8.38306,-35.4525
Amargosa,-13.03028,-39.60472
Amarillo,35.222,-101.8313
Amarnāth,19.2,73.16667
Amarpātan,24.31371,80.97703
Amarpur,25.03967,86.90247
Amasya,40.65333,35.83306
Amatitlán,14.4774,-90.63489
Ambad,19.61301,75.78906
Ambāh,26.70423,78.22678
Ambājogāi,18.73312,76.38616
Ambāla,30.36099,76.79782
Ambalangoda,6.2355,80.0538
Ambalavao,-21.83333,46.93333
Ambanja,-13.669,48.453
Ambarakaraka,-13.5,48.86667
Ambarawa,-7.26333,110.3975
Ambasamudram,8.71068,77.4519
Ambato,-1.24908,-78.61675
Ambato Boeny,-16.46667,46.71667
Ambatofinandrahana,-20.55284,46.80365
Ambatolampy,-19.38333,47.41667
Ambatondrazaka,-17.83333,48.41667
Ambattūr,13.09818,80.16152
Amberg,49.44287,11.86267
Ambikāpur,23.11892,83.19537
Ambilobe,-13.2,49.05
Amboanjo,-22,47.85
Amboasary,-25.03333,46.38333
Ambohitrolomahitsy,-18.7,47.68333
Ambon,-3.69583,128.18333
Ambositra,-20.53034,47.24344
Ambovombe,-25.17838,46.08722
Ambur,12.79163,78.71644
Ameca,20.54629,-104.04508
Amecameca,19.12384,-98.76649
American Canyon,38.17492,-122.2608
American Fork,40.3769,-111.79576
Americana,-22.73917,-47.33139
Américo Brasiliense,-21.72444,-48.10167
Americus,32.07239,-84.23269
Amersfoort,52.155,5.3875
Amersham,51.66667,-0.61667
Amersham on the Hill,51.67468,-0.60742
Ames,42.03471,-93.61994
Amés,42.90426,-8.65551
Amesbury,42.85842,-70.93005
Amet,25.30609,73.9258
Amherst,42.36723,-72.51852
Amherst,42.97839,-78.79976
Amherst Center,42.37537,-72.51925
Ami,36.03333,140.2
Amiens,49.9,2.3
Amin’yevo,55.7,37.46667
Amirdzhan,40.42639,49.98361
Amizour,36.64022,4.90131
Amla,21.92485,78.12786
Āmlāgora,22.84616,87.33559
Amlapura,-8.45,115.61667
Amlapura city,-8.44869,115.60621
Āmli,20.28333,73.01667
Amman,31.95522,35.94503
Ammanford,51.79279,-3.98833
Ammi Moussa,35.86781,1.11143
Amnat Charoen,15.85851,104.62883
Amod,21.99317,72.87047
Āmol,36.46961,52.35072
Amora,38.62961,-9.11557
Amorebieta,43.21667,-2.73333
Amos,48.56688,-78.11624
Amozoc de Mota,19.04611,-98.045
Ampahana,-14.75,50.21667
Ampang,3.15,101.76667
Ampanihy,-24.6937,44.74581
Ampara,7.29754,81.68202
