LV ActivePower (kW),Wind Speed (miles/h),Temperature,Humidity,Pressure,Wind Speed (m/s)
435.8947773,9.568660219,75,25,29.34,4.277566774
0,5.022320973,73,29,29.34,2.245174646
0,6.497046827,75,29,29.34,2.904434999
0,5.429051172,75,29,29.32,2.426999013
70.23983257,12.10142124,73,31,29.29,5.409810384
453.7565307,12.71187244,73,31,29.26,5.682706038
649.251475,13.8966817,72,35,29.26,6.212362289
1178.524984,16.38445086,70,38,29.26,7.324492772
727.6621704,13.94806359,68,43,29.26,6.235332012
873.8248088,14.59305774,68,43,29.29,6.52366972
575.4318543,13.04467377,68,43,29.26,5.831481298
1045.174866,15.21147687,68,43,29.26,6.800127347
906.8339844,14.8436398,66,46,29.29,6.635689735
1006.880941,14.75806695,68,43,29.29,6.597435315
1416.983683,17.33994114,64,52,29.29,7.751634439
520.6211751,12.57327648,63,59,29.32,5.620748202
494.2127889,12.5570882,59,72,29.34,5.613511404
662.7364604,13.69581364,61,55,29.34,6.122566382
781.6260376,14.3730329,59,59,29.37,6.425309976
647.1463216,13.68694689,57,63,29.37,6.118602594
931.7105103,15.02464885,55,67,29.4,6.716607888
877.2543538,14.72408791,54,88,29.61,6.58224535
943.732727,14.82465403,54,88,29.61,6.627202352
884.8601073,14.9140199,54,88,29.61,6.667152405
924.9173991,15.20399499,54,88,29.58,6.796782653
489.6855469,12.6418646,54,88,29.58,5.651409785
230.9284668,10.15088907,50,88,29.64,4.537845929
119.9739685,9.254299189,50,88,29.64,4.137035052
115.6728083,9.329634622,54,94,29.58,4.170712948
135.2538605,9.078804392,54,94,29.58,4.058581988
441.2373962,12.30972034,54,94,29.58,5.502928257
364.8769735,11.68602126,54,94,29.58,5.224110285
110.8378245,8.888258188,54,94,29.58,3.973400354
110.8378245,8.888258188,54,94,29.61,3.973400354
96.99333189,8.984667369,54,94,29.58,4.016499043
96.99333189,8.984667369,55,88,29.61,4.016499043
75.31496938,8.676734593,55,88,29.61,3.878841003
94.72108969,8.986949835,55,88,29.61,4.017519395
4.644769987,7.219467412,55,82,29.61,3.227385362
27.5269839,7.381031146,57,82,29.64,3.299610694
0,6.291270018,57,82,29.64,2.812444687
0,4.04975993,57,82,29.64,1.810401678
0,3.897681523,61,72,29.64,1.74241666
0,4.667967325,61,72,29.64,2.086764654
0,2.804380519,63,68,29.64,1.253668189
0,5.14684774,64,64,29.64,2.300843
0,6.021311444,64,64,29.61,2.691762606
0,4.633019048,64,68,29.61,2.071141402
0,4.306595699,66,64,29.61,1.92521735
0,4.079746833,66,64,29.61,1.823807001
0,3.180734129,66,64,29.58,1.421913028
0,3.603435279,68,60,29.58,1.610877037
0,3.874753573,68,60,29.58,1.732166966
0,5.369000388,66,64,29.58,2.400153955
0,5.339458636,64,68,29.58,2.386947632
0,6.660394899,64,64,29.58,2.977458
0,6.181926921,63,68,29.58,2.76356403
0,5.624436616,61,72,29.58,2.514343977
0,4.601615182,57,82,29.58,2.057102641
0,4.797537686,57,77,29.61,2.144687692
0,5.729324645,55,82,29.61,2.561233044
0,5.999932988,55,82,29.61,2.682205597
0,4.060715732,55,82,29.61,1.815299352
0,4.236173819,54,88,29.61,1.893736005
0,4.615284467,54,88,29.61,2.063213348
0,4.411912259,54,94,29.61,1.972297987
0,2.96626896,55,88,29.61,1.326038678
0,2.451381567,54,94,29.61,1.095863799
0,1.836069655,64,77,29.58,0.820795218
0,3.198066269,64,77,29.58,1.429661175
0,1.715762579,63,82,29.58,0.767013232
0,1.567496979,63,82,29.58,0.700732688
0,1.322027451,63,82,29.58,0.590998172
0,1.765753439,50,88,29.64,0.789361109
0,3.995796729,50,88,29.64,1.786278009
0,1.755799072,63,82,29.58,0.784911116
0,1.037803487,63,88,29.58,0.463938902
0,3.009126225,63,88,29.58,1.345197558
20.28742949,8.159048515,63,88,29.58,3.647415002
0,4.047246978,63,88,29.58,1.80927829
0,1.873776549,63,88,29.58,0.83765168
0,1.873776549,64,88,29.58,0.83765168
0,1.700231489,66,83,29.61,0.760070225
0,2.019582596,68,78,29.61,0.902832707
0,1.364108059,68,78,29.61,0.609809856
0,3.070525886,70,68,29.61,1.372645617
0,1.524050676,72,64,29.61,0.681310485
0,1.871923967,72,60,29.61,0.836823503
0,4.074399864,73,57,29.61,1.821416696
0,5.144308122,73,57,29.61,2.299707691
435.8947773,8.47598801,75,53,29.64,3.789099399
1307.684332,16.90668567,73,57,29.64,7.557952236
0,6.414494755,79,42,29.61,2.867530982
0,5.258755702,79,42,29.61,2.350870252
11.80567296,10.73054912,81,34,29.61,4.796976725
99.61818567,9.219841929,81,34,29.58,4.121631304
28.12879651,7.411176093,79,36,29.58,3.313086669
126.2075679,10.91084635,75,47,29.61,4.877576669
455.990387,12.59808299,73,47,29.61,5.631837686
676.2920125,14.17133391,73,44,29.61,6.335142612
582.7111002,13.72522348,72,43,29.61,6.135713736
1050.812175,16.70395383,70,49,29.61,7.467323144
1870.753662,20.2711132,68,56,29.61,9.061983426
2631.666341,23.33581745,68,56,29.64,10.43202654
3349.338298,26.42050588,66,60,29.64,11.81100337
3595.856038,28.29246673,68,49,29.64,12.64784336
3510.091308,27.1109666,66,52,29.67,12.11966642
3357.828288,25.86880928,64,64,29.67,11.56437333
3226.055339,25.76749048,64,64,29.64,11.51907985
3039.208008,25.09297909,66,56,29.67,11.21754678
3086.198649,25.51931729,73,78,29.4,11.40813669
3285.769287,26.87649068,73,78,29.43,12.01484648
2708.095297,23.49426069,73,78,29.43,10.50285689
2825.020019,24.04894748,73,78,29.43,10.75082366
3199.291748,25.76075774,73,73,29.43,11.51607005
3453.638997,27.21634155,50,88,29.64,12.16677316
3589.254313,27.79661173,50,88,29.64,12.42617671
3603.112956,28.62436887,73,73,29.43,12.79621665
3578.69458,28.74347879,73,73,29.43,12.84946346
3483.217692,29.76035407,73,73,29.43,13.30404663
3433.593669,30.70637138,73,78,29.46,13.72695351
3405.742025,31.86081827,73,78,29.46,14.24303659
3405.742025,31.86081827,73,78,29.49,14.24303659
3439.795654,34.74741014,73,78,29.46,15.53345648
3439.795654,34.74741014,73,78,29.49,15.53345648
3494.236979,35.49618923,73,78,29.49,15.86819013
3604.188965,35.7188992,73,78,29.52,15.96775023
3604.07373,32.40334304,75,73,29.52,14.48556646
2889.893067,24.40247144,75,73,29.52,10.90886275
2279.580363,20.43032372,75,69,29.55,9.133156777
2620.879964,22.19622909,73,73,29.55,9.922585806
2831.136637,23.40480665,77,69,29.55,10.46286742
2528.440959,21.86536019,79,61,29.55,9.774674417
2224.83431,20.86443925,79,65,29.55,9.32722346
2399.541341,21.51572525,77,65,29.58,9.618373872
3494.622314,27.38168177,79,65,29.58,12.24068673
3313.745687,26.15854508,77,69,29.58,11.69389661
3073.886393,24.8535667,79,65,29.58,11.11052004
3389.025309,26.58774759,79,61,29.58,11.88576698
3536.024333,28.20448752,79,57,29.58,12.6085132
3488.572673,27.01861979,82,51,29.58,12.07838377
3440.043294,26.63153171,82,54,29.58,11.9053402
3559.625,27.86163152,82,51,29.58,12.45524311
3505.513591,26.95851227,82,54,29.58,12.05151335
3537.723633,27.60877572,81,54,29.58,12.34220664
3451.551921,26.65951507,81,54,29.58,11.91784986
3438.271322,26.5271409,79,54,29.58,11.85867341
3343.411295,26.07512192,79,54,29.58,11.65660318
3310.016357,25.94396303,79,54,29.58,11.59797001
3471.469645,26.48656247,77,57,29.61,11.84053326
3169.409342,25.01713202,77,57,29.61,11.18364016
3563.91626,28.02512217,75,69,29.61,12.52832985
3418.743001,31.08638966,73,73,29.61,13.8968366
3534.471029,34.07405433,73,73,29.64,15.23244
3604.467041,32.49943453,72,83,29.64,14.52852313
3604.353027,30.23658403,72,78,29.64,13.51694012
3603.435058,28.81540341,72,78,29.64,12.88161659
3469.051758,27.15877057,70,83,29.64,12.14103667
3043.475016,24.94301437,70,83,29.64,11.15050666
2682.815592,22.9495635,70,83,29.64,10.25935586
2265.157389,21.06055037,77,83,29.49,9.414892832
2123.059652,20.56512843,75,89,29.49,9.193419774
1715.625325,19.01532048,75,89,29.49,8.500594775
1263.605021,16.86583917,75,89,29.49,7.539692243
1291.662313,17.27964414,75,89,29.49,7.724679311
1087.45933,16.08057298,50,88,29.64,7.188647429
904.5291138,15.1543969,50,88,29.64,6.774610361
1070.996399,16.15925842,75,89,29.49,7.223822912
1380.825643,17.53521672,75,89,29.49,7.838930289
1195.016032,17.0150704,75,89,29.49,7.606404463
1028.273051,15.86213319,75,89,29.49,7.090996265
738.4863688,14.19434773,75,89,29.49,6.345430692
567.7182617,13.38692105,75,94,29.52,5.984479268
689.2648926,14.32139074,72,88,29.52,6.402223905
874.8342692,15.4263743,73,83,29.52,6.896194935
683.5516358,13.99202156,75,83,29.52,6.254982948
244.6437734,10.22670539,77,78,29.55,4.571738799
131.3927002,9.017222781,77,89,29.55,4.03105259
287.3421732,10.59504646,79,83,29.55,4.736401717
233.0223694,9.694786209,81,79,29.55,4.333950043
66.01208273,7.772932514,81,79,29.55,3.474805991
91.86675517,8.379195314,84,66,29.55,3.745829264
20.3434871,6.624734986,84,62,29.55,2.961516619
99.86022695,7.920707763,84,62,29.55,3.540867329
116.1088358,8.938168095,86,55,29.55,3.995712042
41.62755966,7.60788828,86,51,29.55,3.401024739
38.84973009,6.931359152,86,58,29.55,3.098589659
0,4.495617118,86,58,29.55,2.009717345
0.590555986,5.568833077,86,58,29.55,2.489487012
0,6.407843621,86,58,29.55,2.864557664
92.51080323,10.57546941,84,62,29.55,4.727650007
546.2208964,13.59858118,84,62,29.55,6.079099655
820.4204305,15.40574375,84,62,29.55,6.886972269
478.0172221,12.60823187,82,70,29.55,5.636374633
481.7027893,12.75641351,81,74,29.55,5.702617645
663.1944987,14.37640566,81,74,29.55,6.426817735
677.8781332,14.82543873,79,83,29.55,6.627553145
624.1772054,14.31627861,79,83,29.55,6.399938583
1021.503967,16.50058269,79,83,29.55,7.376408259
1077.732015,16.38256146,79,83,29.58,7.323648135
1029.231954,16.09503186,77,89,29.58,7.195111116
967.3064372,15.54469313,77,89,29.58,6.949088097
600.6361592,13.75702584,77,89,29.58,6.149930636
383.190094,12.17279796,77,89,29.58,5.441718578
352.7758586,12.0480511,77,89,29.58,5.385951837
281.8384959,11.27928218,73,94,29.64,5.042281946
308.9329071,11.56221129,73,94,29.64,5.168762366
353.6388957,11.94979963,73,88,29.64,5.342029571
454.6526693,12.69937408,72,94,29.64,5.677118778
495.9187012,13.13828849,72,94,29.64,5.873330752
383.7871399,12.17444843,50,88,29.64,5.442456404
248.2777964,10.76041975,50,88,29.64,4.810330073
121.7353007,9.332189263,73,94,29.64,4.171854973
138.3639323,9.515252695,72,94,29.64,4.253691514
199.7679367,10.03521946,72,100,29.64,4.486137072
9.285684467,6.350275301,72,94,29.64,2.838822365
2.490577062,6.409138008,72,94,29.61,2.865136306
2.490577062,6.409138008,72,94,29.64,2.865136306
0,6.538858857,72,100,29.61,2.923126618
0,6.538858857,72,94,29.64,2.923126618
0,6.280390303,73,94,29.64,2.807581027
0,6.505705406,73,94,29.64,2.908305724
0,5.32215374,75,89,29.64,2.379211664
0,6.015060928,81,70,29.64,2.68896838
0,6.92361576,82,66,29.64,3.095128059
0,6.523209413,84,62,29.64,2.916130702
12.66511349,7.891089921,86,55,29.61,3.527626991
20.14326708,7.287570381,88,49,29.61,3.257830063
0,6.307147729,88,43,29.61,2.819542647
110.423487,9.31536543,90,43,29.61,4.164334059
184.8445028,9.997262149,90,46,29.61,4.469168663
235.497462,10.65205958,90,49,29.61,4.761888822
283.9784342,11.31655185,88,49,29.61,5.058942954
266.7303009,11.352821,88,46,29.61,5.075156689
363.7434997,11.96910042,88,46,29.61,5.350657781
315.0183716,11.4388006,88,49,29.61,5.113592942
769.4078776,14.62853081,86,55,29.61,6.539527575
1209.067668,16.81018567,84,58,29.61,7.514812946
858.1721192,14.99275477,84,58,29.61,6.702349981
736.3548788,14.12002953,82,66,29.61,6.31220754
1315.794678,17.00352456,81,70,29.61,7.601243019
980.9104205,15.22208441,79,74,29.61,6.804869334
877.4505615,14.97484667,79,78,29.61,6.694344361
671.8713582,12.91606456,77,83,29.61,5.773987929
713.2751465,13.13048661,77,83,29.61,5.869843006
828.9437052,12.986242,77,83,29.61,5.805359999
891.4722087,12.98568485,77,83,29.61,5.805110931
881.8707072,13.13201726,75,89,29.61,5.870527267
549.0504354,12.14723448,75,89,29.61,5.430290699
382.9600932,10.98099855,75,89,29.61,4.908937454
254.2577667,9.707632305,75,89,29.61,4.339692752
501.4867757,12.71487899,75,89,29.61,5.684050083
411.7019552,12.14995978,64,94,29.64,5.431509018
357.6767273,11.60455469,64,94,29.61,5.18769153
245.360967,10.57589891,64,94,29.61,4.727842013
46.29939238,7.005635928,64,94,29.58,3.131794294
70.0564982,6.769240133,64,94,29.58,3.026116093
3.546613377,5.462320532,50,88,29.64,2.441871723
0,4.525671753,64,94,29.58,2.023152947
0,3.338350346,64,94,29.58,1.492373665
0,3.38654818,64,94,29.58,1.513919989
0,4.013784819,64,94,29.55,1.794319391
0,4.390594335,64,94,29.55,1.962768038
0,4.44936913,64,94,29.55,1.989042679
0,2.466390329,64,94,29.55,1.102573305
0,1.313626401,66,88,29.55,0.587242573
0,3.333292529,66,94,29.52,1.490112622
0,4.176589251,68,88,29.52,1.867099364
0,3.298347186,70,83,29.52,1.474490682
0,2.280308594,70,83,29.52,1.019387464
0,3.423243018,72,78,29.52,1.530324022
0,2.771733375,73,69,29.52,1.239073634
0,4.717716877,75,65,29.52,2.109004657
0,4.656294196,75,61,29.52,2.081546307
0,3.78800812,77,61,29.49,1.693388343
0,2.881460467,77,61,29.49,1.288125952
0,2.45443696,77,50,29.49,1.09722968
0,4.373685169,79,51,29.49,1.955208977
122.6553345,9.451872168,79,47,29.46,4.22535793
10.62883313,4.941831371,79,47,29.46,2.209192634
7.33404986,6.796034623,77,54,29.46,3.038094282
16.40847015,3.493382323,75,61,29.46,1.561679045
477.1948077,11.81394728,68,73,29.49,5.28129824
1040.268677,16.54835609,68,83,29.49,7.397764842
1051.988037,16.48487085,70,78,29.49,7.369384448
935.2642824,16.06725542,72,73,29.49,7.182693958
1090.153768,16.71069652,72,73,29.49,7.470337391
847.8196818,15.3499843,70,83,29.49,6.862045606
951.7537639,16.17205616,70,83,29.52,7.229544004
584.0039673,13.35465257,70,78,29.52,5.970053991
88.59155464,8.577243132,68,83,29.52,3.834364414
11.54776382,6.743382523,66,88,29.52,3.014556726
28.57728803,8.515792008,68,78,29.55,3.806893349
57.18530067,6.569550463,66,83,29.55,2.936846971
173.8636068,9.687255262,66,88,29.55,4.330583414
430.263265,12.72921165,66,83,29.55,5.690457344
827.145935,15.20633025,68,78,29.58,6.797826608
1269.247538,16.99492767,68,73,29.58,7.59739987
1098.213033,16.34701905,57,72,29.93,7.307759285
939.5535889,16.00294957,57,72,29.93,7.153946718
807.2114868,16.09660802,59,67,29.93,7.195815722
1036.67098,16.77930491,59,67,29.96,7.501008034
678.8588053,14.32905395,55,77,29.96,6.405649662
426.8190511,12.64405872,55,77,29.96,5.652390639
377.1298065,12.03309836,55,77,29.93,5.379267374
570.7638652,13.84786583,55,77,29.93,6.190539678
958.7019246,15.75352235,57,72,29.96,7.042442958
1138.074198,16.87887015,54,82,29.96,7.545517604
717.1655884,14.66350611,54,82,29.96,6.555162907
675.0216675,14.29751151,54,82,29.96,6.391548952
157.9613342,9.715379072,55,72,29.96,4.343155861
124.4266993,9.602232103,52,88,29.99,4.292574724
212.7887319,10.8888839,55,72,29.96,4.867758592
274.8041026,11.39781576,54,82,29.99,5.095271111
375.9268596,12.13154361,55,82,29.99,5.423276266
1604.482015,19.1921685,59,77,29.99,8.579652786
984.8671876,23.97402413,59,77,29.99,10.71732998
174.860494,18.81014633,68,64,29.96,8.408873876
1609.126017,18.24406162,70,60,29.96,8.155811787
2299.45931,20.6623968,72,53,29.96,9.236902555
2562.277262,21.45989291,75,41,29.96,9.593414624
2473.549317,21.92097066,75,41,29.96,9.799534481
1806.812337,19.54176718,73,53,29.93,8.735937119
1541.673665,18.72140907,73,53,29.93,8.369204839
1519.00765,17.51232592,72,57,29.93,7.828697204
964.250122,15.46607986,70,64,29.93,6.91394488
721.1875203,14.33729032,70,64,29.96,6.40933164
633.2180074,13.56663697,68,68,29.96,6.064819336
1104.088664,15.72753292,66,73,29.96,7.030824661
1431.092692,17.20524132,64,77,29.96,7.69141833
1711.229004,18.78376295,63,82,29.96,8.397079468
1905.46932,19.92346509,61,88,29.96,8.90657107
2013.366658,19.63845173,61,88,29.99,8.77915891
1690.179321,18.3000952,61,88,29.99,8.180860996
1591.11202,17.68489559,61,82,29.99,7.905842622
1923.56132,19.16570974,59,88,29.99,8.567824681
2252.795044,21.04489968,59,88,29.99,9.40789636
1409.572998,17.37110243,59,88,29.99,7.76556476
1194.416036,16.49981008,59,88,29.99,7.37606287
2066.628662,20.25369756,59,88,29.99,9.054197947
1798.187948,18.85119659,59,88,29.99,8.427224954
957.9985556,15.57113944,59,88,29.99,6.960910638
922.9623005,15.0745648,59,88,29.99,6.738922278
726.316508,14.18324491,59,88,29.99,6.340467294
424.4061076,11.84657327,41,87,29.81,5.295883338
136.0153014,8.608633932,39,93,29.81,3.848397334
20.83945338,7.621589477,39,87,29.81,3.407149712
0.335444649,5.976302824,39,87,29.81,2.671641986
435.8947773,10.98544478,39,87,29.81,4.910925094
0,6.635767764,39,87,29.84,2.966448704
61.23587926,8.932597839,39,87,29.84,3.993221919
11.0100975,6.498174815,39,87,29.81,2.904939254
2.581666629,6.922841546,39,87,29.81,3.094781955
46.89600247,8.44793739,39,87,29.81,3.776559671
6.134731135,6.306672175,39,87,29.81,2.819330056
31.12189992,8.003442409,39,87,29.81,3.577852964
0,3.132824113,39,87,29.84,1.40049537
0,4.493902201,39,87,29.84,2.00895071
0,4.401292896,39,87,29.84,1.967550715
0,3.755777595,39,87,29.87,1.678980033
0,2.110951868,39,87,29.87,0.943678359
0,4.90625741,39,87,29.87,2.193289677
0,2.884303595,39,87,29.87,1.289396942
0,4.118195342,41,81,29.87,1.840994994
1.055955331,7.276468448,41,81,29.87,3.252867063
0,4.065449019,41,81,29.87,1.817415317
0,3.466538944,41,81,29.87,1.549679001
0,3.543808046,41,81,29.87,1.584221323
0,3.678773823,41,87,29.87,1.644556324
0,4.265343485,41,81,29.87,1.906775991
0,4.11792841,41,81,29.87,1.840875665
0,4.037570805,41,87,29.87,1.804952661
0,4.334282981,41,81,29.87,1.937594652
0,4.720781467,41,81,29.87,2.110374649
0,5.242065465,41,81,29.87,2.343409061
0,5.436744785,41,81,29.87,2.43043836
